,comment_label,comment_predicted,comment_prob
97,0,0,0.40697983
98,0,0,3.6403121e-06
99,1,1,0.9998859
100,0,0,1.12128655e-05
101,0,0,7.827868e-06
102,0,0,3.0718187e-05
103,0,0,6.922184e-05
104,0,0,2.0741907e-06
105,0,0,2.5071593e-05
106,1,1,0.99948466
107,0,0,7.311254e-05
108,0,0,9.1701964e-05
109,0,0,0.00046552691
110,0,0,7.782753e-05
111,0,0,0.005240449
112,0,0,9.516251e-06
113,0,0,2.4490826e-05
114,0,0,2.2299198e-05
115,0,0,6.868318e-05
116,0,0,0.24835184
117,0,0,9.151693e-06
118,0,0,0.0013831174
119,0,0,3.619467e-05
120,0,0,2.1112483e-05
121,1,0,0.12033541
122,0,0,0.15190639
123,1,1,0.9999846
124,0,0,5.594338e-06
125,1,1,0.9763557
126,0,0,0.00026947918
127,0,0,9.7419215e-06
128,1,1,0.9999448
129,0,0,1.1843138e-05
130,0,0,0.000621463
131,1,1,0.9999962
132,0,0,1.4738983e-05
133,1,1,0.99999607
134,0,0,0.029256709
135,0,0,0.004468384
136,0,0,2.1737328e-06
137,0,0,3.3737226e-05
138,0,0,8.139692e-06
139,0,0,0.043936536
140,0,0,8.398072e-06
141,0,0,2.1068543e-06
142,1,1,0.99945575
143,0,0,2.6842004e-06
144,0,0,0.012624949
145,0,0,2.1568167e-06
146,0,0,0.0007947255
147,0,0,2.078517e-05
148,0,0,6.5404374e-06
149,0,0,4.747857e-06
150,0,0,2.3139264e-06
151,0,0,3.0179267e-06
152,1,1,0.9998697
153,0,0,5.255396e-06
154,0,0,0.0067188703
155,0,0,0.012194132
156,1,1,0.99361163
157,0,0,0.0075187176
158,0,0,3.9054835e-06
159,0,0,1.4174349e-05
160,0,0,6.4895394e-06
161,0,0,3.065452e-06
162,0,0,2.5215732e-06
163,0,0,1.1125608e-05
164,0,0,1.9833367e-05
165,0,0,1.0867886e-05
166,1,0,5.391084e-05
167,0,0,3.4736108e-06
168,1,1,0.9999887
169,0,0,0.0003982131
170,0,0,0.009821793
171,0,0,1.2123988e-05
172,0,0,1.3109144e-05
173,0,1,0.9904406
174,1,1,0.9999497
175,1,1,0.86083776
176,0,0,1.2508839e-05
177,1,1,0.97800976
178,1,1,0.9999963
179,1,1,0.99821776
180,0,0,3.6403121e-06
181,0,0,0.018475594
182,0,0,4.289333e-06
183,0,0,2.3552619e-05
184,0,0,0.000101503836
185,0,0,9.1701964e-05
186,1,1,0.9999567
187,0,0,2.4631613e-06
188,0,0,2.6220212e-06
189,0,1,0.99982053
190,0,0,2.1400324e-06
191,0,0,1.43975585e-05
192,1,1,0.9999943
193,0,0,0.00019411318
194,0,0,2.0580492e-06
195,0,0,0.0005953407
196,0,0,0.038538497
197,0,0,1.76402e-05
198,0,0,0.00022693386
199,0,0,1.9792067e-06
200,0,0,0.09041373
201,0,0,0.005001672
202,0,0,0.0004840624
203,1,1,0.9974191
204,0,0,2.4061023e-06
205,0,0,0.0007613258
206,0,0,0.00029827765
207,0,0,7.3536053e-06
208,0,0,5.9087965e-06
209,1,1,0.99998796
210,0,0,0.003311519
211,0,0,0.00014883849
212,1,1,0.99999225
213,0,0,0.0027576224
214,0,0,8.664653e-06
215,0,0,0.0007041516
216,0,0,0.00028910325
217,0,0,4.5397872e-05
218,0,0,8.076349e-06
219,0,0,3.024196e-05
220,0,0,7.4112795e-06
221,0,0,7.889263e-06
222,0,0,3.3931449e-06
223,0,0,8.2846556e-05
224,0,0,0.00032250723
225,0,0,5.694103e-05
226,0,0,3.7853251e-06
227,0,0,0.28239405
228,1,0,0.061199225
229,1,1,0.91964257
230,0,0,1.8342893e-05
231,0,0,0.00013658353
232,0,0,1.3109144e-05
233,0,0,0.0003125878
234,0,0,7.2395987e-06
235,0,0,1.568955e-05
236,0,0,2.2427344e-06
237,0,0,8.029784e-05
238,0,0,2.0420332e-06
239,0,0,2.8409744e-05
240,0,0,5.874842e-05
241,0,0,0.047074176
242,0,0,8.2678725e-06
243,0,0,2.350365e-06
244,0,0,7.311254e-05
245,0,0,2.1907815e-06
246,0,0,3.998099e-06
247,0,0,3.3931449e-06
248,0,0,0.00072648755
249,0,0,8.156225e-05
250,0,0,1.2705822e-05
251,0,0,3.966986e-06
252,0,0,3.0718187e-05
253,0,0,1.0616134e-05
254,1,1,0.99986124
255,0,0,3.0179267e-06
256,0,0,1.892515e-05
257,0,0,0.0028449097
258,1,1,0.99999607
259,0,0,0.25256833
260,0,0,0.0042812545
261,0,0,0.0042646346
262,0,0,6.657017e-05
263,1,0,0.0018315102
264,0,0,6.192364e-06
265,0,0,0.00021485926
266,0,0,3.4537254e-05
267,0,0,0.00039666123
268,0,0,2.487649e-05
269,0,0,0.00012339458
270,0,0,2.2427344e-06
271,0,0,3.619467e-05
272,0,0,2.7478543e-06
273,0,0,2.411114e-05
274,0,0,1.7917988e-05
275,1,1,0.99939764
276,0,1,0.99522626
277,0,0,0.00058611616
278,0,0,1.0616134e-05
279,0,0,9.22347e-06
280,0,0,2.902312e-06
281,0,0,0.00047656128
282,1,1,0.9999403
283,0,0,3.7266393e-06
284,0,0,3.426849e-05
285,0,0,0.004736749
286,0,0,3.0179267e-06
287,0,0,5.3381555e-06
288,0,0,0.0001634647
289,1,1,0.9999896
290,0,0,5.5508026e-06
291,0,0,2.879726e-06
292,0,0,8.463939e-06
293,1,1,0.9999727
294,0,0,0.04681203
295,0,0,2.5813704e-06
296,0,0,0.16171701
297,0,0,0.025371311
298,0,0,0.0005680935
299,0,0,1.0699396e-05
300,0,0,1.1478768e-05
301,1,1,0.99801993
302,1,1,0.9984145
303,0,0,3.8229115e-05
304,1,1,0.9999949
305,1,1,0.9999956
306,0,0,3.998099e-06
307,0,0,4.289333e-06
308,0,0,7.951138e-06
309,0,0,2.7321414e-05
310,0,0,0.00092538487
311,1,1,0.9997408
312,1,1,0.9999759
313,0,0,3.7558677e-06
314,0,0,1.1568795e-05
315,1,0,5.307508e-05
316,0,0,0.16954333
317,1,0,0.0012893283
318,0,0,8.0135e-06
319,0,0,0.008985429
320,0,0,4.8226243e-06
321,0,0,0.00028021098
322,0,0,3.2631558e-06
323,0,0,4.720623e-05
324,1,1,0.99995315
325,0,0,2.7264703e-06
326,0,0,2.1068543e-06
327,0,0,2.5813704e-06
328,0,0,5.8171895e-06
329,0,0,2.5019503e-06
330,0,0,6.144174e-06
331,0,0,4.8604484e-06
332,0,0,0.015247591
333,0,0,0.01374232
334,0,0,2.586743e-05
335,0,0,0.02096424
336,0,0,4.298194e-05
337,0,0,0.0023141264
338,1,1,0.99991655
339,1,1,0.99999547
340,1,1,0.999554
341,1,1,0.9999949
342,0,0,2.1737328e-06
343,0,0,0.00084924564
344,0,1,0.99528164
345,1,1,0.99999535
346,0,0,5.1336556e-06
347,0,0,4.189971e-06
348,0,0,7.2395987e-06
349,1,1,0.99999475
350,0,0,1.1478768e-05
351,0,0,3.024196e-05
352,0,0,7.2395987e-06
353,0,0,3.8528935e-05
354,0,0,0.0012743262
355,0,0,5.0540657e-06
356,0,0,3.6688634e-06
357,1,1,0.99996924
358,0,0,2.7321414e-05
359,0,0,3.7266393e-06
360,0,0,0.00054847926
361,0,0,3.936115e-06
362,0,1,0.6266955
363,0,0,0.00012243443
364,0,0,1.2805474e-05
365,1,0,0.052230857
366,0,0,0.0001896174
367,0,0,0.010448625
368,0,0,5.9087965e-06
369,0,0,1.520684e-05
370,0,0,5.5076057e-06
371,0,0,4.936989e-06
372,0,0,0.047780067
373,1,0,4.898569e-06
374,0,0,3.5559847e-06
375,0,0,2.3139264e-06
376,0,0,2.5268228e-05
377,0,0,4.710909e-06
378,1,0,0.25256833
379,0,0,3.8229115e-05
380,0,0,2.0580492e-06
381,0,0,1.7917988e-05
382,1,1,0.99998
383,0,0,0.0002824081
384,0,0,2.1613141e-05
385,0,0,0.0022783307
386,0,0,5.7270026e-06
387,0,0,0.00060471025
388,0,0,2.6633118e-06
389,0,0,0.003869391
390,0,0,7.12736e-06
391,0,0,3.528312e-06
392,0,0,6.144174e-06
393,0,0,2.392351e-05
394,0,0,0.0068771075
395,0,0,0.0003668626
396,1,1,0.9998535
397,0,0,4.8604484e-06
398,0,0,7.4112795e-06
399,1,1,0.9994429
400,0,0,1.1125608e-05
401,0,0,3.4197574e-06
402,0,0,2.1907815e-06
403,1,1,0.99946004
404,0,0,2.8350803e-06
405,0,0,0.004150081
406,0,0,1.520684e-05
407,0,0,2.5813704e-06
408,0,0,0.0005680935
409,0,0,2.1400324e-06
410,0,0,9.972941e-06
411,0,0,0.00012931564
412,0,0,1.7778551e-05
413,0,0,2.9480166e-06
414,0,0,0.45401824
415,0,0,0.0021405893
416,0,0,5.0147346e-06
417,0,0,5.4222187e-06
418,0,0,2.4061023e-06
419,0,0,0.010288301
420,0,1,0.5628374
421,0,0,1.9947297e-06
422,0,0,2.8350803e-06
423,0,0,9.666109e-06
424,0,0,0.23161423
425,0,0,3.7853251e-06
426,0,0,1.0867886e-05
427,0,0,2.1907815e-06
428,1,1,0.9982926
429,1,1,0.87578696
430,1,1,0.99999595
431,0,0,7.016861e-06
432,0,0,3.138147e-06
433,0,0,0.009161027
434,1,0,0.27474037
435,0,0,3.6119832e-06
436,1,1,0.99999654
437,0,0,1.631454e-05
438,0,0,2.48248e-06
439,0,0,0.028436033
440,0,0,2.8130173e-06
441,0,0,5.3381555e-06
442,1,1,0.9999875
443,0,0,0.0035796429
444,0,0,0.352759
445,1,1,0.99959236
446,0,0,0.00013765463
447,0,0,0.00010071401
448,0,0,0.0042315875
449,1,1,0.9976126
450,0,0,0.0005233757
451,0,0,0.00010637458
452,0,0,0.0025809042
453,0,0,8.0135e-06
454,1,1,0.99999213
455,0,0,0.0011380006
456,0,0,2.902312e-06
457,0,0,4.2228335e-06
458,0,0,2.7478543e-06
459,0,0,1.138944e-05
460,0,0,0.00090044667
461,0,0,2.5466403e-05
462,1,1,0.98439646
463,0,0,0.04256273
464,1,1,0.99999547
465,0,0,5.682435e-06
466,0,0,3.7266393e-06
467,0,0,4.1250123e-06
468,0,0,4.189971e-06
469,0,0,2.207964e-06
470,0,0,4.157365e-06
471,0,0,0.22644134
472,0,0,0.007665875
473,0,0,0.000110611596
474,0,0,8.664653e-06
475,0,0,2.7969301e-05
476,0,0,1.4285518e-05
477,0,0,4.3229747e-06
478,0,0,2.4439928e-06
479,0,0,3.5081117e-05
480,0,0,3.237762e-06
481,0,0,1.43975585e-05
482,0,0,1.918313e-06
483,0,0,0.0003406293
484,1,1,0.9999621
485,0,0,5.6058285e-05
486,1,1,0.99999
487,0,0,2.3873781e-06
488,0,0,2.54135e-06
489,0,0,6.868318e-05
490,0,0,0.00011235328
491,0,0,5.093705e-06
492,0,0,2.195349e-05
493,0,0,7.197912e-05
494,1,1,0.99950445
495,0,0,9.368718e-06
496,0,0,6.439038e-06
497,0,0,1.2314911e-05
498,1,1,0.9999633
499,1,0,0.0007379196
500,0,0,5.255396e-06
501,0,0,1.9073577e-05
502,0,0,3.5008543e-06
503,0,0,0.03890198
504,0,0,0.00021318757
505,0,0,0.0001535624
506,0,0,7.951138e-06
507,0,0,8.870127e-06
508,0,0,2.7911265e-06
509,0,1,0.9001793
510,0,0,2.769406e-06
511,0,0,3.3931449e-06
512,0,0,5.5508026e-06
513,0,0,1.43975585e-05
514,1,1,0.99999154
515,0,0,6.192364e-06
516,0,0,2.1400324e-06
517,0,0,5.255396e-06
518,0,0,2.6220212e-06
519,1,1,0.69191384
520,0,0,0.0020587533
521,0,0,9.895332e-06
522,0,0,2.8130173e-06
523,0,0,7.016861e-06
524,0,0,1.451048e-05
525,0,0,0.0004859561
526,0,1,0.9826909
527,0,0,0.00015118199
528,0,0,2.586743e-05
529,0,0,3.3931449e-06
530,0,0,2.5019503e-06
531,0,0,2.1068543e-06
532,0,0,2.4061023e-06
533,0,0,1.1843138e-05
534,0,0,0.04038907
535,0,0,1.165953e-05
536,0,0,3.6403121e-06
537,0,0,0.000119598575
538,1,1,0.99997735
539,0,0,5.4647458e-06
540,1,0,0.21850258
541,0,0,0.00011147904
542,0,0,7.469407e-06
543,0,0,3.9442588e-05
544,0,0,6.156764e-05
545,0,0,0.00014202365
546,0,0,1.3631346e-05
547,0,0,3.936115e-06
548,0,0,0.009161027
549,0,0,2.5612824e-06
550,0,0,3.844935e-06
551,0,0,2.6842004e-06
552,0,1,0.6253237
553,1,1,0.9999702
554,0,0,6.5917343e-06
555,0,0,7.827868e-06
556,0,0,0.00028685408
557,0,0,3.120191e-05
558,1,0,0.018761083
559,0,0,0.00012436225
560,0,0,6.0489183e-06
561,0,0,0.0010005044
562,0,0,9.761566e-05
563,0,0,1.1039027e-05
564,1,1,0.9999951
565,0,0,9.09884e-05
566,1,1,0.99944717
567,0,0,0.00092900335
568,1,1,0.9999443
569,0,0,0.000981172
570,0,0,0.00048217614
571,0,0,3.1627594e-06
572,0,0,2.6842004e-06
573,0,0,3.0179267e-06
574,0,0,4.4254903e-06
575,0,0,2.6842004e-06
576,0,0,7.368593e-05
577,0,0,2.4631613e-06
578,0,0,1.544631e-05
579,0,0,1.8777875e-05
580,0,0,1.9833367e-05
581,0,0,2.1737328e-06
582,0,0,0.00013238186
583,0,0,3.138147e-06
584,0,0,3.0415963e-06
585,1,1,0.99999654
586,0,0,7.70651e-06
587,0,1,0.94427973
588,0,0,4.8226243e-06
589,0,0,8.2846556e-05
590,0,0,1.8342893e-05
591,1,1,0.99999046
592,1,1,0.99999654
593,1,1,0.99918956
594,0,0,1.520684e-05
595,0,0,4.2228335e-06
596,0,0,7.587032e-06
597,0,0,8.398072e-06
598,0,0,0.00022341637
599,0,0,0.00013982208
600,0,0,1.7778551e-05
601,0,0,5.173919e-06
602,1,1,0.9999964
603,0,0,2.0462932e-05
604,0,0,1.4624285e-05
605,1,1,0.99862766
606,0,0,3.1137256e-06
607,0,0,2.3007036e-05
608,0,0,0.00012053649
609,0,0,0.2859698
610,0,0,9.080475e-06
611,0,0,2.753569e-05
612,0,0,6.8543172e-06
613,1,1,0.9999831
614,0,0,6.289879e-06
615,0,0,1.1478768e-05
616,0,0,2.0741907e-06
617,0,0,2.0948188e-05
618,0,0,2.769406e-06
619,1,1,0.96628344
620,0,0,5.307508e-05
621,0,0,2.1068543e-06
622,0,0,3.528312e-06
623,0,0,2.8350803e-06
624,0,0,0.0001823546
625,0,0,0.002074867
626,0,0,0.0013302015
627,0,1,0.9012275
628,0,0,3.6119832e-06
629,0,0,4.0929112e-06
630,0,0,2.295919e-06
631,0,0,4.157365e-06
632,0,0,1.30071285e-05
633,0,0,2.1233784e-06
634,0,0,0.0008830458
635,0,0,0.0003150387
636,0,0,0.0011925492
637,0,0,0.01450358
638,0,0,4.832564e-05
639,0,0,9.080475e-06
640,0,1,0.753648
641,0,0,0.0005193049
642,0,0,2.8350803e-06
643,1,1,0.9999453
644,0,0,1.43975585e-05
645,0,0,6.4895394e-06
646,1,1,0.9999869
647,1,1,0.99994695
648,0,0,2.48248e-06
649,0,0,6.8543172e-06
650,0,0,6.352189e-05
651,0,0,2.5215732e-06
652,0,0,2.6220212e-06
653,0,0,0.0015307452
654,1,1,0.99998856
655,0,0,3.966986e-06
656,0,0,0.0026112476
657,0,0,0.00032503586
658,1,1,0.7446563
659,0,0,2.4631613e-06
660,0,0,0.008445627
661,0,1,0.9992053
662,0,0,6.339211e-06
663,0,0,2.902312e-06
664,0,0,7.469407e-06
665,0,0,0.015014749
666,0,0,0.0008040859
667,0,0,1.30071285e-05
668,1,1,0.9997241
669,0,0,0.0014048677
670,0,0,0.04008736
671,1,0,0.005001672
672,0,0,3.4736108e-06
673,1,1,0.7682119
674,0,0,2.0741907e-06
675,1,1,0.9999542
676,0,0,4.7949583e-05
677,1,1,0.99998903
678,0,0,4.1250123e-06
679,0,0,0.013902059
680,0,0,9.666109e-06
681,0,0,6.0489183e-06
682,0,0,7.967301e-05
683,0,0,3.314543e-06
684,0,0,5.9551394e-06
685,0,0,5.6497935e-05
686,0,0,0.00035836728
687,0,0,0.00023968685
688,0,0,0.000310156
689,1,1,0.9986541
690,0,0,0.0006745559
691,1,1,0.9999963
692,0,0,0.0011649561
693,0,0,1.0533519e-05
694,0,0,2.48248e-06
695,0,0,1.9373938e-05
696,1,1,0.9999542
697,0,1,0.98677725
698,0,0,5.255396e-06
699,0,0,0.00035557945
700,0,0,2.0103746e-06
701,0,0,3.237762e-06
702,0,0,3.9054835e-06
703,0,0,6.4522144e-05
704,0,0,0.0023504829
705,0,0,0.00040448149
706,0,0,1.2705822e-05
707,0,0,0.0008072305
708,0,0,1.9947297e-06
709,0,0,3.6976385e-06
710,0,0,1.4624285e-05
711,0,0,0.0006589401
712,1,1,0.99624926
713,0,0,2.3007036e-05
714,1,1,0.9999968
715,1,1,0.99999666
716,0,0,5.4222187e-06
717,1,1,0.99999654
718,0,0,9.368718e-06
719,0,0,5.4647458e-06
720,0,0,0.02964751
721,0,0,1.0783312e-05
722,0,0,4.5753914e-05
723,1,1,0.9992084
724,0,0,1.9525885e-05
725,0,0,7.4112795e-06
726,0,0,0.00018522576
727,0,0,6.302759e-05
728,0,0,0.009340025
729,1,1,0.9999881
730,0,0,7.70651e-06
731,0,0,2.5813704e-06
732,0,0,6.352189e-05
733,0,0,0.00012632043
734,1,1,0.99999654
735,0,0,1.005116e-05
736,1,1,0.9859364
737,0,0,8.870127e-06
738,0,0,0.0027362213
739,1,1,0.9999913
740,0,0,6.4895394e-06
741,0,0,7.70651e-06
742,1,1,0.99789256
743,0,0,7.1832605e-06
744,0,0,5.5076057e-06
745,0,0,2.3687992e-06
746,1,1,0.9877587
747,0,0,6.402006e-05
748,0,0,0.0041179177
749,1,1,0.9957188
750,0,0,0.019985152
751,0,0,2.1068543e-06
752,0,0,0.00014539114
753,0,0,1.5326108e-05
754,1,1,0.9890554
755,0,0,0.1183851
756,0,0,0.0073173973
757,1,1,0.99997187
758,1,1,0.9999968
759,0,0,0.44369078
760,0,0,0.00021318757
761,0,0,8.939696e-06
762,0,0,0.0048297215
763,0,0,0.005685907
764,0,0,1.2219076e-05
765,0,0,0.0009888597
766,0,0,0.07290027
767,1,1,0.9999943
768,0,0,0.00025714198
769,0,0,0.0012448432
770,0,1,0.98340684
771,0,0,1.2219076e-05
772,0,0,2.1568167e-06
773,0,0,7.031184e-05
774,1,1,0.99298817
775,0,0,8.0135e-06
776,0,0,0.0057974015
777,0,0,6.9080756e-06
778,1,1,0.9999938
779,0,0,7.254362e-05
780,0,0,2.8409744e-05
781,1,1,0.98314995
782,1,0,8.664653e-06
783,0,0,9.09884e-05
784,0,0,1.43975585e-05
785,0,0,0.00013552078
786,0,0,2.247409e-05
787,0,0,1.0867886e-05
788,0,0,2.247409e-05
789,0,0,6.605215e-05
790,0,0,2.8188664e-05
791,1,1,0.9719925
792,0,0,8.463939e-06
793,0,0,3.7853251e-06
794,0,0,1.3954598e-05
795,0,0,0.008677716
796,0,0,0.00044770088
797,0,0,2.54135e-06
798,1,1,0.9467938
799,0,0,1.9373938e-05
800,1,1,0.9704086
801,0,0,5.2966143e-06
802,0,0,2.769406e-06
803,0,0,3.6119832e-06
804,0,0,0.0059803305
805,0,0,1.7502925e-05
806,0,0,8.530322e-06
807,1,1,0.99998796
808,0,0,2.7911265e-06
809,0,0,2.7321414e-05
810,1,1,0.99999464
811,0,0,3.734357e-05
812,0,0,2.925075e-06
813,0,0,1.1936025e-05
814,0,0,3.966986e-06
815,0,0,1.0783312e-05
816,1,1,0.99999666
817,0,0,0.0018031665
818,0,0,5.4647458e-06
819,0,0,2.8632558e-05
820,0,0,7.766952e-06
821,0,0,3.065452e-06
822,1,1,0.9999417
823,1,1,0.9996345
824,0,0,3.0718187e-05
825,1,0,0.0033766122
826,1,1,0.99843305
827,0,0,0.0002846224
828,0,0,0.004166256
829,0,0,9.151693e-06
830,0,0,0.0014048677
831,0,0,2.3873781e-06
832,1,1,0.9996971
833,0,0,8.2846556e-05
834,0,0,2.879726e-06
835,0,0,5.9551394e-06
836,0,0,7.296379e-06
837,0,0,5.5508026e-06
838,0,0,0.47828516
839,0,0,0.0017752605
840,0,0,0.008610767
841,0,0,3.2125656e-06
842,0,0,0.00018522576
843,0,0,2.8409744e-05
844,0,0,3.8150138e-06
845,0,0,5.9551394e-06
846,1,0,0.03767939
847,1,1,0.9999968
848,0,1,0.9905143
849,0,0,1.2905907e-05
850,0,0,4.1250123e-06
851,0,1,0.9984633
852,0,0,0.000118667966
853,0,0,0.00015236755
854,1,1,0.9983059
855,1,1,0.99955755
856,0,0,0.0023781238
857,0,0,0.00057703455
858,1,0,0.13341522
859,1,1,0.9999968
860,1,1,0.9999949
861,0,0,0.0007793661
862,1,1,0.624866
863,1,1,0.9991573
864,0,0,2.9480166e-06
865,0,0,3.366739e-06
866,0,0,5.380023e-06
867,0,0,2.3139264e-06
868,0,0,4.6742484e-06
869,0,0,4.4951817e-06
870,0,0,2.71088e-05
871,0,0,1.2411497e-05
872,1,1,0.9999825
873,0,0,0.082549304
874,0,0,1.3954598e-05
875,0,0,0.012383785
876,0,0,3.3405393e-06
877,0,0,2.9480166e-06
878,0,0,8.8011e-06
879,0,0,4.898569e-06
880,0,0,7.587032e-06
881,1,1,0.9999145
882,0,0,2.3139264e-06
883,0,0,0.0003125878
884,0,0,0.018089995
885,0,0,9.368718e-06
886,0,0,0.0003668626
887,0,0,8.870127e-06
888,0,0,0.00012931564
889,0,0,2.7264703e-06
890,0,0,0.001284308
891,0,0,0.00021318757
892,0,0,3.0718187e-05
893,0,1,0.6752295
894,0,0,2.0580492e-06
895,0,0,6.289879e-06
896,0,0,2.5813704e-06
897,0,0,7.827868e-06
898,0,0,1.5812602e-05
899,0,0,2.1568167e-06
900,1,1,0.99999285
901,0,0,2.5612824e-06
902,0,0,0.0075479234
903,0,0,0.008813166
904,0,0,4.0294567e-06
905,1,1,0.99720997
906,1,1,0.9999875
907,0,0,1.1750976e-05
908,1,1,0.97622
909,1,1,0.9999895
910,0,0,4.4951817e-06
911,0,0,7.311254e-05
912,0,0,0.001477943
913,0,0,7.5279895e-06
914,0,0,0.00025315638
915,0,0,6.643433e-06
916,0,0,4.0294567e-06
917,0,0,1.9223171e-05
918,0,0,0.0020348171
919,0,0,3.2631558e-06
920,0,0,0.000119598575
921,0,0,5.9087965e-06
922,0,0,0.0013198634
923,1,1,0.9999956
924,0,0,3.065452e-06
925,0,0,3.5559847e-06
926,0,0,0.00035281325
927,1,1,0.6138154
928,0,0,1.4738983e-05
929,0,0,2.925075e-06
930,0,0,2.9541427e-05
931,0,0,2.3320747e-06
932,0,0,6.192364e-06
933,0,0,3.2887492e-06
934,0,0,6.289879e-06
935,0,0,1.43975585e-05
936,0,0,1.3738256e-05
937,0,0,0.004810983
938,1,0,0.026912304
939,0,0,5.5076057e-06
940,0,0,2.3552619e-05
941,0,0,1.12128655e-05
942,0,0,3.426849e-05
943,0,0,0.0018530593
944,0,0,8.68221e-05
945,0,0,0.00012053649
946,1,1,0.9999031
947,0,0,0.00012053649
948,0,0,2.1737328e-06
949,0,0,2.7321414e-05
950,0,0,2.2252814e-06
951,0,0,0.0015669889
952,0,0,1.1125608e-05
953,1,1,0.9857729
954,0,0,3.6976385e-06
955,0,0,2.9944408e-06
956,0,0,3.1627594e-06
957,0,0,4.264747e-05
958,1,1,0.99999666
959,0,0,4.2228335e-06
960,0,0,0.003311519
961,0,0,7.2395987e-06
962,0,0,4.6742484e-06
963,1,0,0.0034834242
964,0,0,2.4439928e-06
965,0,0,3.5838746e-06
966,0,0,0.0017342081
967,1,1,0.9999422
968,0,0,0.002434382
969,1,1,0.99992156
970,1,1,0.97702265
971,0,0,5.5622066e-05
972,0,0,3.875091e-06
973,0,0,9.295811e-06
974,0,0,8.0135e-06
975,0,0,1.0289513e-05
976,1,1,0.9999528
977,0,0,1.3738256e-05
978,1,1,0.9999925
979,0,0,4.4001186e-05
980,0,0,0.16899405
981,0,0,1.1039027e-05
982,0,0,7.031184e-05
983,0,0,9.610242e-05
984,0,0,3.065452e-06
985,0,0,6.643433e-06
986,0,0,3.5559847e-06
987,0,0,7.889263e-06
988,0,0,9.295811e-06
989,0,0,0.00010975091
990,1,1,0.9219218
991,0,0,1.1039027e-05
992,1,1,0.9999329
993,0,0,8.398072e-06
994,0,0,1.1125608e-05
995,1,1,0.99997723
996,0,0,0.01302049
997,0,0,3.120191e-05
998,0,0,0.00010391067
999,0,1,0.9930153
1000,0,0,2.3007036e-05
1001,0,0,1.2123988e-05
1002,1,1,0.99940693
1003,0,0,7.1832605e-06
1004,1,1,0.9999962
1005,0,0,0.00036400868
1006,0,0,4.4694072e-05
1007,0,0,6.0141516e-05
1008,0,0,0.00056588
1009,0,0,0.0011203773
1010,1,1,0.96995664
1011,0,0,0.07356305
1012,1,1,0.99992394
1013,0,0,2.769406e-06
1014,0,0,4.5044595e-05
1015,0,0,8.530322e-06
1016,0,0,0.00059071044
1017,0,1,0.7776378
1018,0,0,0.0005420927
1019,0,1,0.9853279
1020,0,0,5.093705e-06
1021,0,0,0.00010554686
